,Name,Review_id,Rating,Review,flesch_reading_ease,gunning_fog
10,PES UNIVERSITY,11,3.8,"Placements: Our university provides very good placements in the CSE domain. Last year, the highest salary package offered was 1.5 crores per annum abroad and 64 LPA in India for 3 students. The average salary package is 12 LPA for CSE students. Many internship opportunities are provided in different companies. Top recruiters include Amazon, Google, De Shaw, Microsoft, and others. Placements in this college are very good but very few people get into service-based companies and most are placed in product-based companies.

Infrastructure: Facilities provided in our college are top notch with well-equipped i7 computers, air-conditioned classrooms with projectors, a lot of food areas, cafeterias, and many study places. Hostel and mess are average. Wi-Fi speed is very good in the hostel. Mess food is not so good. There are 3 different mess for hostellers and decent sports opportunities. A doctor is available in the evening.

Faculty: Teachers in our college are well qualified and helpful. Teaching quality is very good that includes notes, PPTs, visual experiments, QA, MCQs, recorded lectures, etc. The course curriculum is changed every year according to industry demands. It is an autonomous college. If students study well and go through notes, semester exams are not difficult.

Other: I chose this course as I had a keen interest in CS from class 6. Our course doesn't require any improvement. The fee is a bit higher but ROI is good for CSE. Multiple scholarships are provided. About 20% of students get 40% of fee reimbursement. Hackathons and all other activities are organised every week. The crowd is mixed as there are management quota students.",83.58,15.794691131498471
11,PES UNIVERSITY,12,4.8,"Placements: Placements provided by this college are amazing. Top recruiting companies like Microsoft and Google visit the college regularly to hire students. The college has a list of tier 1, tier 2, and tier 3 companies. If you have taken computer science and engineering, you will make it through tier 1 or 2 companies.

Infrastructure: The hostel is good. The rooms are good. The Wi-Fi speed is a bit of a problem. The food is average.

Faculty: Faculty members are top-notch and provide good support and the necessary push that the students require to achieve their goals. The course curriculum is hectic but highly rewarding to students, who are ready to put in that effort and dedication. Placements and research output are phenomenal. The course curriculum is relevant and makes students industry-ready.",84.44,15.697339138848571
12,PES UNIVERSITY,13,4.0,"Placements: More than 70-75% of students get placed, and in that, more percentage was for CSE department followed by ECE. The highest salary package is offered by Apple. CRED provided a salary package of above 40 LPA, and the lowest salary package offered from local startups is 3.5 LPA. The average salary package offered ranges from 7-8 LPA. About 85-90% of students get an internship from the CSE course. A role offered is SDE.

Infrastructure: Classrooms and a laboratory are of top quality. Free Wi-Fi is available to all the students on the campus. The main heart is the library which most people will fall in love with. Hostels are clean, and maintenance is good. The food served is good, and all necessary things are available. For sports, cricket ground and futsal are available.

Faculty: PES is known for its academics. Faculty members have given lectures and have always updated the syllabus for the best of students. They give you great exposure to industry-level standards. Examinations are of the standard kind and not so easy. The pass percentage is around 75%.

Other: I have chosen this course since I was more interested in computers, and even PES is known for CS as they keep their syllabus updated as per industry requirements. It would have been better if we could experience our hands-on with some companies before placements. Fests organised are awesome. It provides scholarships to top scorers in academics and conducts a lot of various co-curricular activities.",90.14,15.739197324414716
13,PES UNIVERSITY,14,5.0,"Placements: I have heard placements in this college are incredibly good. Great companies like Infosys, Deloitte arrive for campus placements. Previous year 175 companies came for campus recruitment, which is good. Around 175 in total regarding B.Tech and MBA as well. They guarantee 100% of placements, and a few people assure me of this. For our course, Intel is the best company that comes for recruitment.

Infrastructure: The infrastructure is humongous and I have heard the hostel is good, there are many canteens, and right now a new block is getting built which may accommodate even more students. The hostel is clean and hygienic, food in mess and canteen are very tasty and hygienic. The football court and a cricket ground along with a basketball court are there. There are two gyms and the parking lot is huge as well.

Faculty: The teachers are good and have a good experience, some teachers who teach students have more than 10 years experience. They are very knowledgeable and do clear all our doubts online and offline. PESU is an autonomous university so the curriculum is different from the old college syllabus and is very relevant to what the industries and companies require. Semester exams are medium-level difficult at least in the first year it is fine. The minimum attendance percentage is 85%.

Other: I opted for this course, because of my interest in electronics for some years. The electronics course is good. There are many clubs in PESU and every club will have one or the other event, this makes the thought of college very interesting. Scholarships are available for specific castes.",81.12,16.2
14,PES UNIVERSITY,15,5.0,"Placements: In our college students who pursued Bachelor of computer Science and engineering course are 100% placed in well known companies every year. The highest package offered is 47.9 lacs per annum and the lowest is 3.5 lacs per annum. Top recruiting companies for the specified course is Google, Microsoft, Amazon. Around good amount of students get internship every year in companies such as Microsoft, G P Morgan and co. and many other well known companies. Data scientist and application developer are the top roles offered by the course.

Infrastructure: The hostel facilities are excellent when it comes to sanity food, mess, bathroom and living area. Rooms are hygienic and well maintained. Wi-Fi, labs, classrooms, library environment are very friendly to the students to concentrate on their studies. Students have the facilities in sports too. There is a football turf, cricket ground, and basketball court which students can use it in leisure time. Gym is also available to students at minimal cost .

Faculty: Teachers are very helpful in our college. They are well qualified and student friendly. Teaching quality is excellent and interaction with students is good. The course curriculum is relevant and helpful to the students when it comes to placements. It includes technical knowledge also which is used in industries. The semester exams are very much challenging to the students. The pass percentage is 40% in all subjects.

Other: I chose B tech in computer Science and engineering because it has a very good scope in outer world. The placements are also good for this course. I wish that present knowledge about this course should be added into the syllabus as soon as possible so that students can have a good knowledge about it. Every year there are events fest conducted in our college for entertainment both technical fest and entertainment fest. Our college also provides scholarship for merit students who perform well in semester exams. Campus surroundings is huge and spacious.",73.99,16.240608713779448
15,RV COLLEGE OF ENGINEERING ,1,4.4,"Placements: There are good placements for students. If students are seriously prepared, then chances of getting placements are almost 100%. Need to do competitive coding. You will get companies in all the fields (development, analysis, cybersecurity). Until now, it's very pleasant experience here.

Infrastructure: There is a good facility for the hostel and food. Department of sports is very good. You can represent the college in more than 10 different games. But the hostel is quite costly. There is no ragging complaint in the college. There is a good facility of the washroom, and cleaning is done by some people from outside. Overall the infrastructure is good.

Faculty: Some of the faculty members are alumni from IISc and IIT. Teachers have good knowledge. They will give their best guidance to students. When I have gone through engineering syllabus, it was completely GATE orientated. In M.Tech, even majority are industry orientated subjects. So overall, the syllabus is good. Faculty members are hardworking.",86.33,15.69051562917446
16,RV COLLEGE OF ENGINEERING ,2,4.6,"Placements: In this college, we are not able to talk about the placements because everyone knows that for undergraduates, it is 100% placements, but when we talk about the placements for PG, only 40% got placed, just because the students were interested in teaching or some project or research.

Infrastructure: The infrastructure was extraordinary because each branch has their separate building, and have a wonderful cricket ground, basketball ground, and badminton. There are 7 college boys hostels on the campus itself. The surroundings inside the campus are green. The classrooms are superb for UG but PG little lags. There are PG and UG buildings separately, and the labs preferred first here because all the labs are highly upgraded, and the staff in a lab are many in number.

Faculty: All the courses are available in this college, and my course is machine design. There are forty-five faculty members in the mechanical engineering department, one HOD, one Dean, associated Dean, and research Dean. Here, the faculty members are well-knowledgeable and also can teach well.

Other: Every day, a lot of events are going on in the college because there are many groups, which conducts the events. They are celebrating Kannada Rajyotsava well and also some programs like blood donation and E-summit. There is an 8th-mile team, which is started in the year 2000. Every year, they conduct one final fest in March.",84.94,17.857752923233353
17,RV COLLEGE OF ENGINEERING ,3,4.8,"Placements: Placement opportunities are broad. You want to make it. You will get an internship with the companies that the college has. The average salary package offered is Rs. 6L. Cisco is one of the favourite companies that this college has collaborated with. The workshops will be provided by the companies that will help the students understand the current trends running in the IT field.

Infrastructure: The entire college is Wi-Fi enabled. In the labs, I'll get to learn newly purchased software hands-on. Most of the staff are PhD holders, and every one is involved in one or the other research. The college will get the projects from the companies in which the students of interest can have a part. RV stands first in all VTU colleges in sports as well as studies as per the survey. On the campus, there is a medical and a bank facility. There will be an active doctor present in the college. The labs are modernised, and some of them are governments and other company-funded labs on the campus in which the students can participate any time. And also, RV has an updated library.

Faculty: Most of the faculty members are PhD holders. And every staff member is involved in PhD, and the students who are interested in any topic will get to work with the staff pursuing PhD in the related subject. The teachers will use the classroom teaching, the lab teaching, self-study and the workshops on the syllabus topics. Their applications and their uses in real time will be taught. The course is NBA certified as it is autonomous. The syllabus will be changed in every two years and updated as per the present trend.

Other: The college has many technical clubs like Asthra, Ashwa and Vayu in which the students can share their ideas and the college will provide complete support and funding. The college fest 8th mile is a much-awaited event of Bangalore. The students will get a chance to communicate and share their ideas in the clubs. The staff are very supportive in achieving it. On the campus, there is an indoor basketball court and a badminton court, two tennis courts and a gym. There are two grounds for football and cricket.",89.76,15.494538794538796
18,RV COLLEGE OF ENGINEERING ,4,4.2,"Placements: 94% of the students were placed. The average salary offered is 3.5 LPA. The maximum salary offered is 10 LPA. Infosys, Citrix, Seimens, Samsung and Walmart visited for placements. The roles offered were related to software engineering, testing, software development, enterprise resource planning, system engineer and technical support. Many of them got the internship in various companies. The highest stipend offered is Rs. 25,000.

Infrastructure: Wi-Fi will be available all over the college campus. Hence they provide authentication for Wi-Fi. They have given a separate user-id and password for every user. The labs are good to learn. They are very neatly arranged with the equipment. The quality of food is awesome. The hostel is satisfactory.

Faculty: The teachers are well qualified and very knowledgeable. Their teaching skills were excellent. Their way of presentation is in such a way that students will understand very easily. The student to faculty ratio is 40:1. There are nearly 500 faculty members. It is a very nice college. It provides many courses.",86.75,17.272818409660513
19,RV COLLEGE OF ENGINEERING ,5,4.8,"Placements: BE students are placed but the same is not the case with M.Tech students. I don't know the exact number but the students from CS and EC background have good options. M.Tech students got more internship opportunities in our batch and the stipend varies from 15k to 35k. Companies visited were Intel, Oracle, Net app, Samsung, etc.

Infrastructure: All the facilities are available like library, sports, internet, medical, etc. The quality of classrooms is up to the mark. Canteen is good but crowded some times. Hostel has good facilities for its students and is situated inside the campus only.

Faculty: Faculty members are helpful, well qualified and knowledgeable. We will get industry exposure. Sometimes, assignments given by the faculty members are headache. Syllabus wise, RV College is autonomous.",83.49,17.646413502109706
20,RV COLLEGE OF ENGINEERING ,6,1.8,"Placements: The placements for other branches are very good but for civil Engineering they are too bad. Packages for civil engineering were also very less compared to other branches. The top recruiters were JSW and Reliance. No core companies visit here. Around 5 companies visited the college in core.

Infrastructure: Infrastructure is very good. There are buildings for every branch. There is a well maintained hostel and it is very good. Medical facilities are good and food in the canteen is expensive. Sports and games facilities are also very good.

Faculty: The teaching is good but the syllabus is not updated to the current requirements of the industry. The course is not relevant and it does not make students industry ready. Semester exams are easy to pass and they are very tough to score in. Pass percentage is about 80.",85.33,15.096316262353998
21,RV COLLEGE OF ENGINEERING ,7,4.4,"Placements: Our college is famous for its placements. Internships are also offered in our course. Top recruiting companies like JP Morgan, Accenture, IBM, Deutsche Bank, etc., visit our college for recruitment.

Infrastructure: Our campus has 53 acres of land, and our campus is peaceful. The infrastructure is good in our college. Sports ground is available for students. Our campus is Wi-Fi enabled in every department, and every hostel has an average speed of 1 Mbps. There are two canteens i.e., mingos and food court, where both vegetarian and non-vegetarian food items are available. In the mess, only vegetarian food items are available.

Faculty: Faculty members are excellent in our college. Every teacher is dedicated to their field. There are 3 internal exams. External exams are easy.

Other: ISE and CSE courses are same but they have different names. So, placements for both the courses are same. I wish that our college should focus more on our software related subjects. Events and fests are also conducted. We have the 8th mile which is Karnataka's biggest fest, and we also have e-summits, etc. Our campus crowd is good.",94.05,14.163417126507255
22,RV COLLEGE OF ENGINEERING ,8,4.6,"Placements: 90% students get campus placements. The salary package varies from 7 to 18 lakh per annum. The top recruiting companies are Airbus, Mitsubishi and Boeing. Almost every student gets an internship notable in L&T. The top roles are designing, manufacturing and inspecting.

Infrastructure: The college is 65 acres and it has a football ground, a cricket ground, a tennis and basketball court, a volleyball court, a bio mass power plant and a water recycling plant. It has research and development labs to do individual research in any field of your choice.

Faculty: The teachers are very obliging and resourceful. The course curriculum is very relevant and understanding. The pass percentage is 80% with very flexible backlog clearing options. There is a vast spectrum of courses like chemical, automobile, Aerospace, mechanical, Artificial Intelligence and Machine learning.",73.35,20.933407696597882
23,RV COLLEGE OF ENGINEERING ,9,4.2,"Placements: The 2021-22 placement of electronics and instrumentation was astounding. The highest package offered was 32lpa, with an average of 12.5lpa, and the lowest was 5.5lpa. Most of the companies were either hardware or software-based, and few agencies also recruited students in business roles. The Top recruiting companies were Samsung, Walmart tech labs, Ansys, etc. I'm researching phone pay and HPE.

Infrastructure: Most of the departments have their buildings and highly maintained labs. The faculty members are highly qualified and very helpful. There are three boys' hostels and two girls' and non-veg not served hostels. Girls' hostel has a curfew time of 7 pm. There's a health center inside the campus. Sports facilities can be rated 8/10. Apart from this, there are two canteens where one gets a variety of food. Wi-Fi connections aren't good, and it's slow inside the campus. The library is a three-storied building. I would rate it 9/10.

Faculty: Most professors hold a Ph.D. degree from reputed institutions and are always ready to help. In one semester, three internal exams are conducted, which comprise 50 marks written test and a quiz of 10 tokens. Out of these three tests, the best of these two is considered for finalizing internal marks. The semester-end examination is for 100 marks, and a few subjects also have lab components that add up to 150 tokens. Academics is a bit hectic at once, but if someone is honest, they can deal with it.

Other: I chose it because of its excellent placements and to explore more in the tech capital of the country, Bengaluru. Electronics and instrumentation is a branch that keeps you open to hardware and software jobs. Hence, I chose this branch. Every year one major fest is conducted, either 8th mile or summit. Apart from this a lot of events keep on happening in our college. There are plenty of clubs where one can indulge themselves and live the best of their college life.",89.89,16.48198636806232
24,RV COLLEGE OF ENGINEERING ,10,4.8,"Placements: Placements are good here and also it depends on how the student is having knowledge in basics and academic improvement. Seniors got around 80% placements still, 1month is there to go so maybe it gets 100% also. Average salary is around 6-7lak-annum. Internships are also Will be placed in this college.

Infrastructure: RV college has all facilities like Wi-Fi, fully equipped labs, Library, medical facilities and also sports. The teachers are very interactive and so friendly they solve all doubts about any problems that we face and the library will open till 8 pm so it's best.

Faculty: Facilities are simply superb and the knowledge level they have is super and cool. The faculty people take care of all the subjects well understand and perfectly implemented and in the lab, there are many experiences with live circuits and good lab equipment.",77.8,18.741880341880343
25,RV COLLEGE OF ENGINEERING ,11,4.0,"Placements: RVCE has a very good campus placements and almost everyone from my batch has got placed in prestigious IT companies and core companies. As I know the highest package offered was INR 50 LPA and the lowest is INR 12 lpa. We attended top placement companies such as Mercedes benz, Bosch, Google, Amazon, Larsen and Toubro, Microsoft and Wipro, Siemens and many more. Bosch, Benz, NTT, siemens, Schneider were top recruiting companies from my course. Everyone has got internship from companies such as BEL, Bosch, Siemens, Oracle and many more. The roles offered for us were Analyst, senior developer, Product engineer and so on.

Infrastructure: Infrastructure of the college is amazing and well maintained and it has very good maintenance, staff members, excellent Wi-Fi facility and good classrooms and modern digital library with the latest updated books. Hostel is not so good and it is a bit costly and the buildings are old but the food facility is moderate and medical facility is good with a big playground and courts for games.

Faculty: Teaching quality is good here, there are many knowledgeable faculty members and they will help you and guide you if you have any queries and they are very supportive too. The curriculum here is very updated and they teach industry based contents which are useful when we get placed in the companies. The semester exams are conducted twice a year and they are strictly conducted and as it is an autonomous college we had our own syllabus. The pass percentage is above 30 percent, not really sure about this. The paper is average, not too hard and we can score decent marks if we study few days earlier .

Other: The college is amazing with a good learning and fun environment. The staff and faculty members here are very supportive and I enjoyed here. My course is good for those who are interested in electronics which includes many interesting topics about signals and communication and hardwares. Events and fests in RV are famous all over Bangalore, they arrange very huge events in which everyone gathers and they also invite top celebrities and they perform and we enjoy. Other extracurricular activities are good here and if you are interested you can take part in as many events as possible.",72.66,19.831701631701634
26,RV COLLEGE OF ENGINEERING ,12,4.2,"Placements: Overall 98% of students are placed in our course. The highest package offered is 64 Lacs, then average package is about 10-1lakh, the lowest package is 5 Lacs. The top recruiting companies for our course are amazon, microsoft, flipkart, etc. The top roles offered in our course is DATA SCIENTIST then others top roles are data analyst, big data managers etc.

Infrastructure: The infrastructure of our college is good. Our classroom is equipped with projector for PPT teaching and modern board ( notepad) is there in our class room. The campus is equipped with high-speed Wi-Fi technology for students and faculty's. When it comes to hostel the food they given is good and they serve food 3 times per a day and snacks, milk coffee tea also given. Then library is equipped with huge book source and digital library access facility is also there in our college.

Faculty: All faculty members are very helpful in academic field, and they all are Ph.D. holders. The teaching skill of our teachers is good. The course we are studying is mainly focus on industry related and upcoming technology related. The difficulty level of semester exam is average, the pass percentage is 98%. .

Other: I choose data Science engineering course because I like to play with data and information",79.53,17.576666666666664
27,RV COLLEGE OF ENGINEERING ,13,4.2,"Placements: More than 98% of students get placed in our course. The highest salary package offered is 52 LPA and the lowest salary package is 3.5 LPA. Top recruiting companies are Bosch, Goldman Sachs, Accenture, etc. Around 45% of students get internships in our course in companies like Google, etc.

Infrastructure: Our college has dedicated labs for every department. Wi-Fi connection is available throughout the college. Classrooms are clean and have projectors. Hostel rooms and mess food are good. Hostel rules are good. There are dedicated sports clubs for all the sports activities like cricket, badminton, volleyball, etc.

Faculty: Teachers in our college are well-qualified with Ph.Ds in their respective domains. Teaching quality is good. They teach students using PPTs. The course curriculum is relevant to the industry. The syllabus is vast and provides in-depth knowledge. Semester exams are tough. Students need to start preparing before 2 weeks.

Other: I chose this course because I want to work in both the core and IT sectors. Extracurricular activities are entertaining. Fests are organsied every semester.",94.25,14.983853211009176
28,RV COLLEGE OF ENGINEERING ,14,4.2,"Placements: More than 98% of students get placed in our course. The highest salary package offered is 52 LPA and the lowest salary package is 3.5 LPA. Top recruiting companies are Bosch, Goldman Sachs, Accenture, etc. Around 45% of students get internships in our course in companies like Google, etc.

Infrastructure: Our college has dedicated labs for every department. Wi-Fi connection is available throughout the college. Classrooms are clean and have projectors. Hostel rooms and mess food are good. Hostel rules are good. There are dedicated sports clubs for all the sports activities like cricket, badminton, volleyball, etc.

Faculty: Teachers in our college are well-qualified with Ph.Ds in their respective domains. Teaching quality is good. They teach students using PPTs. The course curriculum is relevant to the industry. The syllabus is vast and provides in-depth knowledge. Semester exams are tough. Students need to start preparing before 2 weeks.

Other: I chose this course because I want to work in both the core and IT sectors. Extracurricular activities are entertaining. Fests are organsied every semester.",94.25,14.983853211009176
