College ,Review ,Helpfulness,Un-helpfulness,Rating,flesch_reading_ease,gunning_fog,Overall,Help
DSU,"Remarks :

I have taken the admission through management quota And I have paid the 308000 fees. the application form is available in the admission department and we have to pay the fee there only. The admission office is in the A block from the college.
Course Curriculum Overview :

I have chosen this college .because the placements record of this college is very good. The faculties are highly qualified and they teach very well. exams are in the mid of the semester and at last of the semester and it's not too hard to pass the exams

Placement Experience :

Placements are good in college. 80-90% of students get placed in companies with the highest package 40 LPA and the average package is 7 LPA. Companies like Amazon, tata, and Mercedes, just pay visited and my plan is also of taking jobs by on-campus placements
Loan/ Scholarship Provisions :

The fee structure is like we have to pay 308000 if we are taking admission through management quota. 115000 if we take admission through KCET and a scholarship is also given if we take admission through KCET and this is only for Karnataka residents only. And if we take admission through DSAT which is a scholarship exam conducted by the college itself we get a discount in fees accordingly to the marks.
Campus Life :

Life on campus is not good the campus is very small only two buildings are there and there is no playground on the campus for students .there are no fest conducted in the college. clubs are also there like dance club, aeronautical club and many more",8,9,7,77.76,16.03662791,-1,0
DSU,"Remarks :

50 percent in Dsat online exam An online 1000 fee for that exam 50percent fee decreased for that Dsat exam because I got above 50 per cent so it is decreased No improvement I want to see so it is good
Course Curriculum Overview :

This course is a trend in our society so I took The faculty is so good and almost the student ratio may give 4.5/5 They are studied at IIITS and its teaching is very nice Every 6 months we have sem exams, 25 marks are there in our Class teachers

Loan/ Scholarship Provisions :

Fees hike is not there in our college, what they said in joining day about fees that much fees you paid whole 4years of btech. The scholarship is eligible for me because I am from Andhrapradesh, and placements are so nice in this college.
Campus Life :

They conduct an annual fest every year. Books and journals are available in the library. Yes, Amenities in the classroom. Yes, sports and extracurricular activities are there like painting on campus. They provide a website to all students with one code",8,2,10,86.21,17.44997804,6,0
DSU,"Remarks :

+2 marks should be above 50% and will be eligible for the BTech course. By opening the official website of DSU you can to DSAT an official exam conducted by DSU for BTech admissions, application dates, fees, and application form can be found at the official website of DSU. I got a seat through comedy Everything is good enough, there are no improvements required.
Course Curriculum Overview :

Since I enjoy studying CSE, I had chosen the course. I aimed to pursue a BTech degree in CSE. There well qualified good faculty and the faculty team are very helpful in making students study, there are many Ph.D. Holder faculty members in our college Not so hard but, if one who hears and understands the class properly can pass easily

Loan/ Scholarship Provisions :

One who can qualify for the DSAT exam the fees are not so high, but the management seat is a little bit costlier. SSP and nsp scholarships provided by the government are awarded, and 95% of the students get placed in the campus interview.
Campus Life :

There is no annual fest in our college Books are there and many private zones are available in our college to study in the library There is a projector in our class There is no scope for extracurricular activities in our college No sports There are many clubs in college like electronics branches electeobuzz",8,11,8,63.74,23.17260536,-3,0
DSU,"
Remarks :

Yes, I have taken an entrance exam test named DSAT held by the college itself and there is no cutoff just want to score good marks. Found application is online No reservations. No improvement to be seen in the admission process.
Course Curriculum Overview :

It was not so difficult because they had given us standard questions as well as, good training before the exam was held. It also depends upon the student's potential to learn and write in those exams.

Internships Opportunities :

I'm not in my final year but as heard by my seniors I know the placement and internship are often done and encouraged. Most of the internship links are sent even for the first-year student and it's a good one. And I have a few ideas regarding the project I have seen some Patents claimed
Loan/ Scholarship Provisions :

Yes you can be available and apply for multiple scholarships if you are eligible. The fee is little expensive as I think but it would be reduced if you write the DSAT exam. It is 2.56 lakhs per year with no hikes( accordingly to my best knowledge). I am not eligible for any scholarship
Campus Life :

Life is neutral. Clubs are there but not so very active as we focus more on job-related things. Fest is certainly very less and not so much entertained there. The library is neutral with all books. Sports don't have any scope. Clubs are not so active except few.",8,2,7.8,88.12,15.72091503,6,0
DSU,"Remarks :

Eligibility of the course is the particular student has to pass in intermediate with 60 percent in our state its a pre University. To find the application form, application fees and application dates student has to refer the website and the students who came through CET they has to refer both kcet web site as well as dsu website. No improvement we need to see in the admissions process because there is no problems occurring here as all process are systematically well organized.
Course Curriculum Overview :

Firstly, In engineering, I took computer because Computing is part of everything we do. The best thing about my course is to expertise in computing enables you to is expertise in computing enables us to solve many problems. A good understanding between teachers and students as most of us do what teachers say and they provide materials or notes for us to study along with the lecture. Has a good ratio. Teachers are helpful, very qualified as they all did their b tech m tech and some did Ph.D., and knowledgeable And their teaching quality is awesome each has a different way of teaching helping students. Yes obviously, Curriculum is the heart of a student’s college or advanced learning experience. A curriculum is a college or university’s primary means of guiding students' directions. When it comes to exams subjects are some questions directly asked and some twisted to check the student's capacity and exams are happening in sem. So basically not so tough or difficult to study.

Placement Experience :

.From 6 or 7 semesters, students become eligible for campus placements. Name of the Companies visited & no of offers made are Infosys Amazon, Infosys Wipro, etc. Roles are software developers, web developers, It Project managers, System architects, computer hardware engineers, etc. Around 75 Percent of students were placed in our course Highest is 28 Lakh per annual Lowest is around 5 lakh per annual Average it may be around 8 Lakh per annual. After getting the degree I am planning to do higher studies along with job.
Loan/ Scholarship Provisions :

Fee structure is good as they follow same fees from year. Hike policies is like when the higher authority mentions then our college will increase fess structure it comes to scholarships we have a facility by SSP as everybody who applied get the amount of a scholarship after reviewing the details of students government will provide a scholarship to students bank. About Job still placement is yet to happen.
Campus Life :

Annual fest name is KALAGNI in the month of September or November. Availability of books good with library facility. For infrastructure, Dayananda Sagar University is one of the best colleges in the country matching international standards. It is one of the few colleges in the University of Bangalore which has upgraded its classrooms to facilitate teaching through modern tools and techniques. They provide wifi labs of our practical, good and clean classrooms library so that we can use them whenever we want to take the information. If anyone is suffering from any fever/headache or any issues, in our college hostel they provide medical support to the particular person. Separate hostel facilities are provided for Boys and Girls in the college campus. It has adequate high security and good discipline. Each room has an attached bathroom. They provide good sports facilities to students like cricket, volleyball ball, badminton etc. Manu clubs like dance, acting sports clubs are run by student",2,3,10,69.08,18.57621602,-1,0
DSU,"Remarks :

The entrance exam was easy. The faculty who works in the admin department are very friendly and help us to clear all the doubts during the admission process. College asks us for our 10th and 12th marks sheet and 2 passport size photographs during admission. The fee should be paid through online transactions or by cards and no cheques or liquid cash are accepted while paying fees. For eligibility, we have to get 60% on the 12th and for more details regarding the application form, we have to log in to the DSU website. No there is no need to see improvement in the admission process
Course Curriculum Overview :

So firstly, I have chosen to be an engineer because I thought it would be a lot of fun! Engineering is the field that solves the most impactful of our problems in the world, like creating clean energy or detecting cancer. In engineering, I took computer because Computing is part of everything we do. The best thing about my course is to expertise in computing enables you to solve complex, challenging problems. Computing drives innovation in the sciences, engineering and business: Like the human genome project, AIDS vaccine research, environmental monitoring and protection. It sparked my interest and changed my thoughts after seeing what I could do with some simple lines of code. Pursuing a degree in this field can provide me with knowledge and skills and along with my passion to bring changes to people's daily lives starting from the mobile application. I want to be a part of this evolution of technology. Events fest campus surrounding, Scholarships Extra cultural events happens in our college for

Placement Experience :

The placements will be started in the 6th or 7th semester during college. The companies which come to hire are Infosys, Wipro, Accenture, ITPL, Texas and so on. The student should get at least 8 cgpa on an average of all semesters.
Loan/ Scholarship Provisions :

The fee structure for dsat students will be 2,45,000 and for cer students will be 1,00,000 and for management students will be 3,00,000 per year plus extra hostel fess is 1,00,000.per year. The scholarships will be provided by the college during the pre-final year.
Campus Life :

When it comes to infrastructure, Dayananda Sagar University is one of the best colleges in the country matching international standards. It is one of the few colleges in the University of Bangalore which has upgraded its classrooms to facilitate teaching through modern tools and techniques. They provide wifi labs of our practical, good and clean classrooms library so that we can use them whenever we want to take the information. If anyone is suffering from any fever/headache or any issues, in our college hostel they provide medical support to the particular person. Separate hostel facilities are provided for Boys and Girls on the college campus. It has adequate high security and good discipline. Each room has an attached bathroom. The students who are not staying with their parents shall reside in the college hostel as per college rules. The canteen of the college provides food in the hostel also. They provide good hostel facilities with good food and special washrooms.",6,8,9,76,19.07975006,-2,0
DSU,"Remarks :

Eligibility of the course is they have to pass an intermediate course that is PU(pre-University) in Karnataka or intermediate in other states also. To find the application form, application fees and application dates they as refer to the website of our college(https://www.dsu.edu.in/) if the student is coming through KCET or other CET they have to refer to the website of CET of their state. No improvement is needed to be done as they are following a systematic way there is no problem at all.
Course Curriculum Overview :

In engineering, I took computer because Computing is part of everything we do. The best thing about my course is to expertise in computing enables you to is expertise in computing enables us to solve many problems. A good understanding between teachers and students as most of us do what teachers say and they provide materials or notes for us to study along with the lecture. Has a good ratio. Teachers are helpful, very well qualified as they all did their b tech, m tech in their own field and some did PhD, and knowledgeable. teaching quality is awesome each has a different way of teaching helping students. Our college will interview 3 times the Prof to select the particular to get a Job in our college. The curriculum is the heart of a student’s college or advanced learning experience. When it comes to exams subjects are some questions directly asked and some twisted to check the student's capacity and exams are happening in sem wise. So basically not so tough or difficult to study.

Internships Opportunities :

Around 75 Percent of students were placed in our course Highest is 28 Lakh per annual Lowest is around 5 lakh per annual Average it may be around 8 Lakh per annual companies like Infosys, Wipro Jaro education, Tata, Amazon, cognizant, etc More Than 83% of people or students are getting internship from our course in Amazon, Infosys Wipro, etc. Roles are software developers, web developers, Project managers, System architects, computer hardware engineers etc . many projects based on ML, AI, Data Structures, Algorithms compiler design ETC are very important for opportunities.
Placement Experience :

From 6 or 7 semesters, students become eligible for campus placements sessions, as everybody should attend the sessions. Name of the Companies visited & no of offers made are Infosys Amazon, Infosys Wipro, etc. Roles are software developers, web developers, Project managers, System architects, computer hardware engineers, etc. Around 83 Percent of students were placed in our course Highest is 28 Lakh per annual Lowest is around 5 lakh per annual Average it may be around 6 Lakh per annual. After getting the degree I am planning to do higher studies along with a job.
Loan/ Scholarship Provisions :

The fee structure is good as they follow the same fees from the year which is 99023. Hike policies are like when the higher authority mentions then our college will increase fess structure it comes to scholarships we have a facility by SSP and other platform users provide scholarships benefits to students, as everybody gets the amount of a scholarship after reviewing the details of students government will provide a scholarship to students bank. About Job still, placement is yet to happen.
Campus Life :

The annual fest name is KALAGNI in the month of September or November. Availability of books good with library facility. For infrastructure, Dayananda Sagar University is one of the best colleges in the country matching international standards. It is one of the few colleges in the University of Bangalore which has upgraded its classrooms to facilitate teaching through modern tools and techniques. They provide wifi labs of our practical, good and clean classrooms library so that we can use them whenever we want to take the information. If anyone is suffering from any fever/headache or any issues, in our college hostel they provide medical support to the particular person. Separate hostel facilities are provided for Boys and Girls on the college campus. It has adequate high security and good discipline. Each room has an attached bathroom. They provide good sports facilities to students like cricket, volleyball ball, badminton etc. Manu clubs like dance, acting sports clubs are run by student",7,9,9.8,65.31,19.08709261,-2,0
DSU,"
Remarks :

Eligibility of the course is that they have to finish the intermediate course(In our state pu) and with a min pass Percentage of 75 in PU. To find the application form, application fees, and application dates we have to go to the website of DSU(https://www.dsu.edu.in/) or if the student is from KCET then we have to go to the KET website for reference. Has I come through KCET I referenced first kcet website is where I got college DSU then I referred to the dsu website for their benefits as benefits are so good I joined. No improvement is needed to be required to see in the admission process because they arrange so well in a systematic way. there are no problems.
Course Curriculum Overview :

So firstly, In engineering, I took computer because Computing is part of everything we do. The best thing about my course is to expertise in computing enables you to is expertise in computing enables us to solve many problems. A good understanding between teachers and students as most of us do what teachers say and they provide materials or notes for us to study along with the lecture. Has a good ratio. Teachers are helpful, very qualified as they all did their b tech m tech and some did Ph.D., and knowledgeable And their teaching quality is awesome each has a different way of teaching helping students. Yes obviously, Curriculum is the heart of a student’s college or advanced learning experience. A curriculum is a college or university’s primary means of guiding students' directions. When it comes to exams subjects are some questions directly asked and some twisted to check the student's capacity and exams are happening in sem. So basically not so tough or difficult to study.

Internships Opportunities :

Around 75 Percent of students were placed in our course Highest is 28 Lakh per annual Lowest is around 5 lakh per annual Average it may be around 8 Lakh per annual companies like Infosys, Wipro Jaro education, Tata, Amazon, cognizant, etc More Than 80% of people or students are getting internship from our course in Amazon, Infosys Wipro, etc. Roles are software developers, web developers, Project manage, System architect, computer hardware engineers etc . many projects based on ML, AI, DATA SCIENCE, BLOCKCHAIN ETC are very important for opportunities.
Placement Experience :

From 6 or 7 semesters, students become eligible for campus placements. Name of the Companies visited & no of offers made are Infosys Amazon, Infosys Wipro, etc. Roles are software developers, web developers, It Project managers, System architects, computer hardware engineers, etc. Around 75 Percent of students were placed in our course Highest is 28 Lakh per annual Lowest is around 5 lakh per annual Average it may be around 8 Lakh per annual. After getting the degree I am planning to do higher studies along with job.
Loan/ Scholarship Provisions :

Fee structure is good as they follow same fees from year. Hike policies is like when the higher authority mentions then our college will increase fess structure it comes to scholarships we have a facility by SSP as everybody get the amount of a scholarship after reviewing the details of students government will provide a scholarship to students bank. About Job still placement is yet to happen.
Campus Life :

Annual fest name is KALAGNI in the month of September or November. Availability of books good with library facility. For infrastructure, Dayananda Sagar University is one of the best colleges in the country matching international standards. It is one of the few colleges in the University of Bangalore which has upgraded its classrooms to facilitate teaching through modern tools and techniques. They provide wifi labs of our practical, good and clean classrooms library so that we can use them whenever we want to take the information. If anyone is suffering from any fever/headache or any issues, in our college hostel they provide medical support to the particular person. Separate hostel facilities are provided for Boys and Girls in the college campus. It has adequate high security and good discipline. Each room has an attached bathroom. They provide good sports facilities to students like cricket, volleyball ball, badminton etc. Manu clubs like dance, acting sports clubs are run by students",3,5,10,67.5,18.40526232,-2,0
DSU,"Remarks :

I got into the college through COMEDK Counselling. Anyone who wants to join the Institute can apply through DSAT, COMEDK, UNIGAUGE, KSAT. The reservation benefits are mostly in favour of Karnataka State Student.
Course Curriculum Overview :

I chose this course because engineering was a kind passion and computer science is what I liked. The faculty to student ratio is good. Teachers are well trained and oriented. And the exams are well proctored and its quite difficult to pass until and unless one is properly prepared for the same.

Internships Opportunities :

There is a startup incubation centre aka DERBI as well as AIC aka Atal Incubation Center. One can get many internship opportunities under any domain one wants to work on like Data Science, Machine Learning, Artificial Intelligent, App development, Web Development etc.
Placement Experience :

From the 6th semester, students with the required skills become eligible for campus placements. Many well established companies visit for the placements. Last time the highest package offered was around 25 LPA by a Japanese Company and Amazon.
Loan/ Scholarship Provisions :

The Fees are divided into 4 types of criteria based on the way of students' admission. KSAT costs around 90,000 - 1,10,000. DSAT costs around 2,33,450. COMEDK and UNIGAUGE cost 2,55,810 and Management Seats around 4,00,000(Might differ). There are scholarships for ST/SC students who are from Karnataka. Other than that there is no other financial assistance. One needs to pay the total fees at one time, there is no instalment facility. Students won't get to write any of the exams until the full payment of fees is paid.
Campus Life :

There is normally no fest conducted on the campus. Mostly once a year Ethnic Day is celebrated. No proper sports ground. Sports activity is solely conducted by the senior students. The library is pretty big and has a huge number of books and digital resources.
Hostel Facilities :

The hostel is pretty good but the cost is way too high and quite unprefarable by many of the students. In my recommendation for the first year of college, one should definitely stay in the hostel and later move out to PGs or Rooms. One can find a number of PGs near the campus in Kudlu Gate Junction behind Udupi Upahar and Hyundai Showroom both for girls as well as boys. Many rented rooms and flats are available behind campus as well in Singasandra, AECS A layout.",2,2,7.8,81.12,17.57634409,0,0
DSU,"Remarks :

I have written my CET exam. And I have secured a rank of 64789 for engineering and during my college selection I have selected many colleges like vishweswaraya college, Dayananda Sagar College, T john college, Bangalore institute of technology and many more colleges overall to around 50 colleges So finally I got a very good College that is Dayananda Sagar university which is a very good cop in this society in having availed a quota SCG that is for scheduled caste and then maximum marks maybe around 75% and above and even the age must be 17 and above during the admission process they will take all student details like marked cards of 10th and 12th and the study certificates of the various schools and colleges that I have studied and all original including the caste certificate and income tax certificate any details of my parents have been taken and the addition includes a fee structure of 43450 for the quota allotted and the admission voucher is given to us about the infrastructure.
Course Curriculum Overview :

Over the different colleges that I have mentioned before after a great struggle, I have got a very good college in this society that is Dayananada Sagra university so in this college I have opted compute science engineering as my course and our college consists many faculties including teachers admissions office Scholarships welfare and development, etc with a very good library provided with a variety of books and even with a very good canteen for the students and mostly there around more around 2 thousand and more students where I dono the exact count and when comes to teaching the teacher to explain well almost they complete the portions on time and sometimes even rushes almost within the time gap of 3 months they mange it and compete for the portions and when comes to exams the paper will be set in a very difficult way that most of the students may fell. Tough and even some students struggle to pass the exam If they haven't prepared better for the exam so the time will be 1.5 and 3month.

Internships Opportunities :

After completing our third sem there will many companies which will be visiting our colleges for the purpose of internships the top companies like Infosys, Wipro, concient, whizzocrop, training Intel, HP, oracle and may more esteemed companies visit our college for the purpose of internships and even students based on the different courses they make different projects like some do base on artificial intelligence some do base on electrics and many other do variety of projects as per their group discussed Knowledge and with the help of the teachers.
Placement Experience :

As Im a first year student I don't no much about the internships but as per my knowledge after the 6sem the officers we should make a project so that most of the companies visit to the College in order to train the students and even as I'm a first year student bow only there are companies like 4.0 technology concient and internship @dsu whizzocrop concient@ dsu industrial training @dsu and many more with a guaranteed training certificate internship and live project in our third year and finally placements provide by them and They assure it most of the students have got placed the package starts From almost form lowest of 20000 to highest of more than 1.5 Lakh so my plan Is to Get good marks and Do a very good project so that I get placed in a very good companies like Infosys or wipro with min. Salary of 1.5lakh so that even I can do. My further studies like MBA and get a very good post with a very good salary than before
Loan/ Scholarship Provisions :

When comes to the fee structure of our college it depends on the person on what basis they have admitted to the college for me I have admitted to the college through CET exam with SCG quota and my fee is 43450 per annum and for the people who come in though management seat they must be paid around lakhs and more as your college is one of the top Most College in Karnataka the fee structure must be high to afford If they admit through management seat and our college will provide internships after the completion of our 8th sem with very good companies offering Jobes in companies like Infosys, Wipro, HP and Intel, Tata, Cisco, oracle, etc and many more companies and as now I am in the first year I have applied for the state Scholarship for engineering ssp which is by the Karnataka government and I hope it will be help full for Me in the next year so that I'll get some portion of the money to pay my fees and even there must be some college benefits if I score good marks in exams.
Campus Life :

So there will be a different kind of fests conducted in your college like projects fest annual fests and ethnic day fests and even for that seniors, that tech fests have been conducted in our college and students have been made to think in a different manner to execute their Ideas in a better way to express their talents in the form of these projects and creating fests and showing it in a unique way and even publishing it in social media it the project is very good to make students build their carrier the classroom is very good with computer systems each fully smart classless with all amendments present in their classroom. Even the college is provided with a very good library for the students with a variety of books of most authors will be helpful for us and when comes to sports our college will conduct different kind of sports like basketball cricket Kabbadi volley ball, etc conducted in many levels and increase the student's talents in sports both physically and mentally.",4,5,7.2,0.25,46.41465659,-1,0
DSU,"Remarks :

College management is very peaceful.The management will provide very essential need to students
Course Curriculum Overview :

Exams are developing our knowledge and placements are very good.placement for good in our college.Out college will strive to push our students to the placements by conducting many exams and etc.reasearchs will be conducted by the students if they are interested.
Placement Experience :

Placements in our college is very fine.especially for computer science and electronics students.But we must have the overall academic grade for placements.
College Events :

Vibrations is the annual intra college cultural fest of Dayananda Sagar Institutions. With one of the most engaging and alluring campus in Bangalore, Dayananda Sagar Institutions also holds the reputation of conducting the most peerless cultural and techno-cultural fests in the region.
Fee Structure And Facilities :

It's bit expensive. It may cost around ninety thousand to one lakh.half of the fee has to be paid to government and half to the college. If not merit,it would cost around four to 6six lakhs per annum along with the starting donation fee of around 10laks
Loan/ Scholarship Provisions :

No college has not provided any scholarships.but government has given scholarships to student which college will receive that and give that amount to students
Campus Life :

Campus is very cool and eco-friendly.it has all the facilities like sports cultural activities and many more.education is the important aspects and main goal of the college.even it has a digital library which is pretty cool and have garden in our college
Hostel Facilities :

I have opted for a pg.it costs around 8 to 10k per month.hostel is very costly in my opinion,it may cost around 1.2lakh for indian hostel and 1.5 lakh for nri hostel.it is not affordable to poor students.

Alumni/Alumna :

Seniors are very friendly. They are very caring and help us in every fields we need.They help us to get more active the events that are conducted in college
Admission :

Thinking that computer science would help me to get a job in future.Nowadays the technology is getting improved and opputunities are more in this computer field.It has got many options aswell.placements are very good for this course.This was the reason I joined this course.
Faculty :

Our college professors are excellent in verbal and communication skills; they have a high level of knowledge and are well organized. They have a very Good personality traits for high level of enthusiasm, self-confidence, and the willingness to mentor students.",5,8,8.2,72.7,20.67966387,-3,0
DSU,"Remarks :

The college is good cause we have high end labs but its a bit expensive.
Course Curriculum Overview :

The college is an university so they set their own papers. It is more research driver, everyone encourages us to make project. No industrial visit. Placements are 100% if you clear a cutoff of 6.75 which isn’t that hard. And goodbye companies prefer 7.75.
Placement Experience :

All the major companies came to our college. Amazon, Lowes, Paytm etc. 100% placements if you clear the cutoff of 6.75. There were special classes before placement season.
College Events :

There are no cultural events but we had technical feet and programs. We had courses on relevant field every alternative Saturdays. We had to go to main campus for the feat. Technical feat were really small which consisted of around 100 people in each.
Fee Structure And Facilities :

Government fees is set by the government which Remain the same. But then management seat is 3 lakh. There is a transparency. But the management quota doesn’t include hostel. You have to pay a extra 1 lakh for it. Which includes transportation from hostel to college.
Loan/ Scholarship Provisions :

College didn’t offer any scholarships. And I have applied for educational loan. I got a loan in my second year and it was very straight forward task.
Campus Life :

Gender ratio is almost same. We didn’t have parties as such. It’s pretty diverse cause 40% of the students were from different states. No tagging and all kinds of religions were there. We also a student from a different country, it’s not usual in Bangalore.
Hostel Facilities :

No I opted for a pg which was near the college. 4 sharing, with washing machine, wife, 3 times food and hot water. It costed me 6000 a month that’s around 72000 a year which is cheaper than the hostel.

Alumni/Alumna :

We only had one batch before us so no alumni interactions as such. But all my seniors got placed in a really good companies.
Admission :

I got admission thourough cet in 2016 I passed out of 12th. I had a ranking of 18000 and I got into a the college in the 3rd round. I chose computer science, college was in my ranking range. You take all your documents and go for the admission once you get your admission ticket.
Faculty :

Cs alone has 60 prof. Every one is a MTech holder and some of them are phd holder. Most of the prof are from iit and have their own research. Ml,cloud etc. no industry experience teaching cause everyone is intreated to teach what’s in the text book rather focus on industry level experience.",7,6,6.8,92.57,14.57881137,1,0
DSU,"Remarks :

You will definitely get placed, If you are eligible for placements, Means that if you don’t have any tear back or back subject then you are eligible for placements and then you will be placed. I’ll suggest B. Tech (CSE) is best over here.
Course Curriculum Overview :

All the faculty are very talented, They will teach you right things, All are experienced and have good knowledge of industry trends, They will teach you the trending subjects as optionals subjects like IOT, ML, And Data Science. Exam is of 2 type, Internal and External
Placement Experience :

This college has one of the best placements in similar category college. During my time all students who were sitting for placements got offer letter of minimum one company. Many got 3-4 offer letters also
College Events :

There are many events about which we can talk including DJ Nights, Bollywood Night, Guest Lecture from ISRO or foreign universities, Local festivals, sports events, cultural events and these are just to name a few.
Fee Structure And Facilities :

It depends on the weather you live in karnataka or outside karnataka. For students if karnataka, it’s feasible, For students from other part of country, Its average, neither feasible nor expensive, Somewhere in between.
Loan/ Scholarship Provisions :

If you are from karnataka, All govt scholarships will be applicable, And if you are from Army background also then its a good news, If none of the above applies, Then you have to pay the total fee, You don’t have any options. and that’s unfortunate. I would suggest DSI groups to proved some scholarships to non-karnataka students also.
Campus Life :

Labs are excellent, No Doubt. All tech legends like IBM, VMWare, NVEDIA etc have their research labs inside the campus. All interested candidates can go and learn, Thats all free of cost. Sports is something which can make you sad. They don’t have well organised sports activity on which they were working when I passed.
Hostel Facilities :

They have world class hostel, you can opt for hostel if you are from outside bangalore, thats the best option for first year. The only thing thay lag behind is they don’t have single share rooms. Minimum 2 share is what you can opt for as a 1st tear student.

Alumni/Alumna :

They have good alumni network, All get invites annually, All gather up and enjoy the friendship together. And I don’t have much knowledge on it apart from what I said above. I just got passed and hot invite to alumni meet which is going to happen next week then I can answer this question better.
Admission :

One need to clear the entrance test namely DSAT, Once you cleared the test, go thourough the normal process that is check for the seats available based on your rank and branch. If seat available, Then you can take admission in that branch.
Faculty :

All hare P. Hd degree holders and most of them have industry experience also. They keep a track of industry trends and will guide you accordingly so that you can achieve your career goals. If you are thinking to be a part of DSI Group, I’ll say Go On.",3,2,8.5,82.12,18.01785714,1,0
DSU,"Remarks :

One of the most negative things about this college that has to be considered is the place or region, It's situated on NHAI hosur main road,kudlu gate, For your information this region is in one of bangalore's top 5 highest traffic point ever. College timings are 8:45am to 4:45 pm for CSE and 3:30pm for other departments. Traffic reaches peak after 5:30. This is the main suffering if you are a student of this college. Locals here don't know the pain, they are used to as they stay nearby. If you are staying anywhere 5-6km away from college be ready to face the pain 4long years. None can explain the pain of traveling 2.5 hours morning and 3hours returning home other than me as I stay 20kms away. Somehow suffered 3long years. Keep in mind when you take admission through DSAT you are admitted to DSU kudlu gate and not DSCE. Please take this seriously before joining this college else your graduation gets messed up.This is a pain in me for my mistake. Other than this academics and all future opportunities are positive. You certificate will be backed up by a brand name ""Dayananda Sagar"" wherever you go. All the Best
Course Curriculum Overview :

Ours campus here in kudlu gate (unlike main campus in kumarswamy layout) is by name called ""innovation campus"" for its various tech-labs present in the campus. Nvidia, bosch- rexroth, vmware, GE labs are some of them, so these make little extra practical along with course curriculum being foundation to it, we have (be it any sem) 4 labs a week. Out of which 2 are important as there are 2 lab exams, the other two are just information purposes or acquiring skills. Overall course curriculum is ok but becoming hectic as they adding new courses every year to previous semesters by looking at other Universities the juniors said.
Placement Experience :

As I've still not come across placements and interview thing. I lack clear knowledge about it but as per our seniors about 40% combining students from all the departments get placed every year with average 5lakh package. Also as I mentioned earlier about our innovation campus there is a one floor small startup ( a workplace) called derbi foundation, eligible students have an option of doing internships there, this year for seniors tcs,Infosys, mind tree and few companies from Japan(don't know their names) had visited and highest was for two students with 16lpa and 12lpa from those Japan companies. And tcs, Infosys and mindtree offered 4-6lpa package. Those Japan companies are mass recruiters for our college xD
College Events :

No events at all, seriously once in two years that too upon requesting and forcing the management,all happens in our main campus college DSCE,even if we have it's small ethnic day or kannada rajyostava (too rare), since ours is a group of institutions they say fest will be celebrated once for all three campuses, but there is no participation from our campus it's only from DSCE. There is no much crowd during fests in our college, it's only 50-60 ppl. Almost everyone hates to come to that high traffic point when there is no class or no serious reason. Not just fests there is very little importance given to sports. No ground no facilities nothing.0 enjoyment or entertainment. You need to create one if you are interested
Fee Structure And Facilities :

College charges 40 thousand extra to that of entrance test fee as college fee. Ex: Total KCET seat fee = KCET fee+ college fee. CET fee is 56k generally,so total CET seat fee =56k+40k = 96k ie 1lakh *appros even if you have a merit seat allotted. Admission by Comedk goes the same. For admission through DSAT test, a donation of 4 lakh while admission + 1.8lakh fee every year is to be paid. And legendary management fees keeps changing every year and depends on the student.his/her 12 marks. Usually 4lakh every year may be *no idea of clear figures. Getting seat through management or DSAT by paying such high fees is definitely not worth to this college. not just this college but management in any engineering college in general.
Loan/ Scholarship Provisions :

There is no scholarship that is offered exclusively by the college, but it procceses other scholarships from government or other organizations if any. There is student loan facility from icici,hdfc,kotak and SBI banks with which the college has partnered. There are other loan plans as well other than banks which I don't know.
Campus Life :

You can find 0% importance given to extra curricular activities and it's only academics and academics related activities like practicals, seminar,or quizzes. Student Gender ratio is 50:50. Only in mech departments it's 90 male:10 female ratio. Again in faculties and staff it's 40 male:60 female ratio. There are no such student or dorm parties formed. And few faculties as I said are partial towards race and religion.except that no other tolerance would be required.
Hostel Facilities :

I don't stay in hostel but as per my hostel mate. it's 1.5lakh a year per head in a hostel room shared by 4. Infrastructure is quite good and maintenance and service is done regularly. 1.5lakh per head includes the stay,food, maintenance,and college bus fees. But hostel accommodation is very limited.In case of pg's you can get near BTM layout which is 3kms away. It starts at 6-7k a month for a decent PG.

Alumni/Alumna :

Seniors are a hope or stress buster. They help with their cool talks and tell us about future happenings. In the beginning when joined most of the seniors showed their hatred towards joining this college. They told about all the sufferings they have had with this college.
Admission :

I got admission for CSE branch based on my KCET rank, the cutoff rank for CET merit for this college was below average which was why any average student could easily get a seat. There are four engineering departments in this college (CSE,ECE,MECH, Aeronautical). If not KCET you can even enter by private entrance DSAT conducted by the university and success rate is always 95% through DSAT.decent 12th knowledge is enough to clear it. Also fee paid by DSAT students is twice of that paid by KCET. IF not these, the famous ""management quota "" is always there. fee maybe 4-4.5lakhs *appros per year.
Faculty :

Only 50% of the teaching faculty are actually a bunch of clear knowledge of whatever they teach. The rest pretend to be extremely super pros but in reality there not which any student like me can easily identify. But almost 90% of faculties are phd's wonder how. Or majority have the knowledge and understanding but do not know how to teach those. Some faculties are there they judge students based on their previous sem marks and by discussing with faculties who handled the class previously and some in worst case by looking at students face(like hard to mention few see caste and religion of students *disgusting) and it's a private institution marks depends on opinion teacher have on you (as I told they Judge) very few not all faculties. (these are my opinion and need not be a fact).",3,0,7.5,84.62,16.29724669,3,0
